ds,y,yhat,yhat_lower,yhat_upper,residual,resid_z,anomaly_breach,anomaly_z3,anomaly_any,severity
2019-07-14 12:05:00,2274081,1712440.828200977,1504127.0595920924,1912398.8659967699,561640.1717990229,2.231671176928173,1,0,1,1.2231671176928174
2019-07-14 12:10:00,2066108,1716000.4871820633,1510853.3884897875,1900189.3369785084,350107.5128179367,0.7757810905096801,1,0,1,1.077578109050968
2019-07-14 12:15:00,2137836,1719450.6408243647,1526018.4374160157,1909326.8048050099,418385.35917563527,1.2457087135679543,1,0,1,1.1245708713567955
2019-07-14 12:20:00,1991869,1722781.2385649139,1524433.0215101205,1918325.3644229493,269087.76143508614,0.21815630854667403,1,0,1,1.0218156308546673
2019-07-14 12:25:00,1918835,1725982.8257521123,1524687.716796635,1940828.4960522067,192852.17424788768,-0.30654108878552194,0,0,0,0.030654108878552196
2019-07-14 12:30:00,2009210,1729046.585812369,1533389.1927531904,1933461.890431631,280163.4141876311,0.29438535573359415,1,0,1,1.0294385355733595
2019-07-14 12:35:00,2020698,1731964.3783768958,1535774.1774187924,1926735.7739340584,288733.6216231042,0.35337047937339566,1,0,1,1.0353370479373396
2019-07-14 12:40:00,2035964,1734728.7732764601,1534360.6477248427,1928829.9587387808,301235.2267235399,0.43941375523308485,1,0,1,1.0439413755233085
2019-07-14 12:45:00,2055352,1737333.0801505528,1551561.6539934636,1954372.3192531143,318018.9198494472,0.5549288371745619,1,0,1,1.0554928837174562
2019-07-14 12:50:00,2057930,1739771.3735469826,1544031.1843954208,1939343.0431730526,318158.62645301735,0.5558903788113223,1,0,1,1.0555890378811323
2019-07-14 12:55:00,1998644,1742038.5133972103,1548936.1222941082,1934773.0773534519,256605.48660278972,0.1322460747708281,1,0,1,1.0132246074770828
2019-07-14 13:00:00,2018789,1744130.1607509495,1548934.2643975373,1944665.0960578767,274658.8392490505,0.2564996877633174,1,0,1,1.0256499687763316
2019-07-14 13:05:00,2318829,1746042.7887484834,1552827.2812196552,1944106.0220608576,572786.2112515166,2.3083846660880947,1,0,1,1.2308384666088095
2019-07-14 13:10:00,2108609,1747773.6887700418,1558526.6922110585,1948303.8945253878,360835.3112299582,0.8496160029642843,1,0,1,1.0849616002964284
2019-07-14 13:15:00,2027476,1749320.9717931184,1553750.631233067,1952390.9545220183,278155.0282068816,0.28056248198369943,1,0,1,1.02805624819837
2019-07-14 13:20:00,1979194,1750683.5649570122,1555555.4947953986,1943757.7473951108,228510.4350429878,-0.06112031716295508,1,0,1,1.0061120317162955
2019-07-14 13:25:00,2013631,1751861.203442325,1547481.517881908,1942916.2451245892,261769.79655767512,0.16778984235133323,1,0,1,1.0167789842351334
2019-07-14 13:30:00,2088048,1752854.4177304867,1542385.1685411138,1952432.4542698432,335193.5822695133,0.6731347958922376,1,0,1,1.0673134795892238
2019-07-14 13:35:00,2058100,1753664.5163743447,1561838.7861007743,1958358.605456523,304435.4836256553,0.46143977391135804,1,0,1,1.0461439773911358
2019-07-14 13:40:00,2122117,1754293.5644405882,1560389.9633588595,1952470.8575337743,367823.43555941177,0.8977123157649521,1,0,1,1.0897712315764951
2019-07-14 13:45:00,2125615,1754744.357794714,1548500.2604885548,1956164.4501977386,370870.6422052861,0.9186849540722767,1,0,1,1.0918684954072277
2019-07-14 13:50:00,2142261,1755020.3934388554,1562490.1619713916,1954827.521663569,387240.6065611446,1.0313525153628926,1,0,1,1.1031352515362893
2019-07-14 13:55:00,2144046,1755125.8361285424,1551430.415534369,1953547.4418824986,388920.16387145757,1.0429122000443725,1,0,1,1.1042912200044372
2019-07-14 14:00:00,2172255,1755065.4815219678,1554758.8466570983,1944723.4028421487,417189.5184780322,1.237478246343828,1,0,1,1.1237478246343828
